store_id,store_name,store_type,customer_name,place_name,town
N4407,Nesco East Clovenshire,main,Nesco,East Clovenshire,Clovenshire
N7173,Nesco North Wetherbrook,main,Nesco,North Wetherbrook,Wetherbrook
T3346,Torrisons South Hitherwick,main,Torrisons,South Hitherwick,Hitherwick
N5382,Nesco North Caerhurst,main,Nesco,North Caerhurst,Caerhurst
P731,Platerows Lower Fenbrook,main,Platerows,Lower Fenbrook,Fenbrook
N4722,Nesco Upper Loxborough,main,Nesco,Upper Loxborough,Loxborough
T2548,Torrisons North Wetherbrook,main,Torrisons,North Wetherbrook,Wetherbrook
P953,Platerows North Bleakmere,main,Platerows,North Bleakmere,Bleakmere
M6867,Local Mainsburys Lower Elderwick,convenience,Mainsburys,Lower Elderwick,Elderwick
N1555,Nesco Upper Redwick,main,Nesco,Upper Redwick,Redwick
N6566,Nesco East Halberton,main,Nesco,East Halberton,Halberton
N932,Nesco West Ormsleigh,main,Nesco,West Ormsleigh,Ormsleigh
P4560,Platerows West Hartmere,main,Platerows,West Hartmere,Hartmere
M5224,Mainsburys Upper Halberton,main,Mainsburys,Upper Halberton,Halberton
N185,Nesco East Oakenshire,main,Nesco,East Oakenshire,Oakenshire
M5313,Local Mainsburys North Grimthorpe,convenience,Mainsburys,North Grimthorpe,Grimthorpe
M6469,Mainsburys Falkenridge,main,Mainsburys,Falkenridge,Falkenridge
P1968,Little Platerows East Ledbury,convenience,Platerows,East Ledbury,Ledbury
P1902,Little Platerows Lower Luddington,convenience,Platerows,Lower Luddington,Luddington
M5623,Local Mainsburys Upper Farrowgate,convenience,Mainsburys,Upper Farrowgate,Farrowgate
M4734,Mainsburys Upper Mistridge,main,Mainsburys,Upper Mistridge,Mistridge
M1775,Local Mainsburys West Rindleton,convenience,Mainsburys,West Rindleton,Rindleton
M1954,Mainsburys North Greengate,main,Mainsburys,North Greengate,Greengate
P5023,Little Platerows Upper Thornhollow,convenience,Platerows,Upper Thornhollow,Thornhollow
P2035,Platerows East Fallhurst,main,Platerows,East Fallhurst,Fallhurst
T5027,Torrisons Lower Oxtonford,main,Torrisons,Lower Oxtonford,Oxtonford
M3923,Local Mainsburys South Mallowmere,convenience,Mainsburys,South Mallowmere,Mallowmere
N1983,Nesco South Saxmere,main,Nesco,South Saxmere,Saxmere
T4035,Torrisons West Larkminster,main,Torrisons,West Larkminster,Larkminster
N2231,Nesco Lower Hawkenridge,main,Nesco,Lower Hawkenridge,Hawkenridge
M357,Local Mainsburys Lower Foxworth,convenience,Mainsburys,Lower Foxworth,Foxworth
T7014,Torrisons West Blackmere,main,Torrisons,West Blackmere,Blackmere
P3347,Platerows North Pennbrook,main,Platerows,North Pennbrook,Pennbrook
T4564,Torrisons West Eddington,main,Torrisons,West Eddington,Eddington
N3915,Nesco Marlington,main,Nesco,Marlington,Marlington
N2456,Nesco North Dunhaven,main,Nesco,North Dunhaven,Dunhaven
N7088,Nesco West Broxted,main,Nesco,West Broxted,Broxted
M4026,Local Mainsburys East Fenbrook,convenience,Mainsburys,East Fenbrook,Fenbrook
N5064,Nesco Lower Ledbury,main,Nesco,Lower Ledbury,Ledbury
P3342,Little Platerows South Ayleswick,convenience,Platerows,South Ayleswick,Ayleswick
M3997,Mainsburys North Stonleigh,main,Mainsburys,North Stonleigh,Stonleigh
T6259,Torrisons East Drayminster,main,Torrisons,East Drayminster,Drayminster
M5275,Local Mainsburys West Denthorpe,convenience,Mainsburys,West Denthorpe,Denthorpe
P2390,Little Platerows East Litchwood,convenience,Platerows,East Litchwood,Litchwood
T403,Torrisons Lower Deepmere,main,Torrisons,Lower Deepmere,Deepmere
M2868,Mainsburys East Hawkenridge,main,Mainsburys,East Hawkenridge,Hawkenridge
N1790,Local Nesco West Thornhollow,convenience,Nesco,West Thornhollow,Thornhollow
M5095,Local Mainsburys Lower Lunsfield,convenience,Mainsburys,Lower Lunsfield,Lunsfield
P2694,Platerows Brackmere,main,Platerows,Brackmere,Brackmere
P1601,Little Platerows East Harbury,convenience,Platerows,East Harbury,Harbury
M3531,Mainsburys East Litchwood,main,Mainsburys,East Litchwood,Litchwood
N470,Local Nesco West Uxmere,convenience,Nesco,West Uxmere,Uxmere
N5911,Nesco Upper Norbury,main,Nesco,Upper Norbury,Norbury
M6166,Mainsburys South Everdale,main,Mainsburys,South Everdale,Everdale
P6454,Platerows South Stagthorne,main,Platerows,South Stagthorne,Stagthorne
P2891,Platerows Delmere,main,Platerows,Delmere,Delmere
P5955,Little Platerows Delmere,convenience,Platerows,Delmere,Delmere
T5596,Torrisons Lower Drayminster,main,Torrisons,Lower Drayminster,Drayminster
T4522,Torrisons East Delmere,main,Torrisons,East Delmere,Delmere
M2124,Local Mainsburys West Greystead,convenience,Mainsburys,West Greystead,Greystead
N5498,Local Nesco East Ironmere,convenience,Nesco,East Ironmere,Ironmere
T2218,Torrisons Lower Burrowden,main,Torrisons,Lower Burrowden,Burrowden
M212,Mainsburys West Burrowden,main,Mainsburys,West Burrowden,Burrowden
M5526,Local Mainsburys Upper Clayworth,convenience,Mainsburys,Upper Clayworth,Clayworth
P5951,Platerows South Harthwick,main,Platerows,South Harthwick,Harthwick
P1616,Little Platerows East Clovenshire,convenience,Platerows,East Clovenshire,Clovenshire
N3567,Nesco East Somerleigh,main,Nesco,East Somerleigh,Somerleigh
M4665,Mainsburys South Tatterby,main,Mainsburys,South Tatterby,Tatterby
M2441,Local Mainsburys North Clovenshire,convenience,Mainsburys,North Clovenshire,Clovenshire
N4338,Local Nesco North Norbury,convenience,Nesco,North Norbury,Norbury
N6685,Local Nesco Emsworth,convenience,Nesco,Emsworth,Emsworth
M5322,Local Mainsburys Clovenshire,convenience,Mainsburys,Clovenshire,Clovenshire
M4190,Mainsburys North Hadlow,main,Mainsburys,North Hadlow,Hadlow
M3475,Local Mainsburys Eastmere,convenience,Mainsburys,Eastmere,Eastmere
M2324,Mainsburys Clovenshire,main,Mainsburys,Clovenshire,Clovenshire
T3965,Torrisons North Foxworth,main,Torrisons,North Foxworth,Foxworth
P1756,Little Platerows South Meresbourne,convenience,Platerows,South Meresbourne,Meresbourne
N6397,Nesco Huntwick,main,Nesco,Huntwick,Huntwick
M5521,Mainsburys Lower Everdale,main,Mainsburys,Lower Everdale,Everdale
M6933,Local Mainsburys Bramwyck,convenience,Mainsburys,Bramwyck,Bramwyck
N7326,Nesco Upper Buckleigh,main,Nesco,Upper Buckleigh,Buckleigh
M9,Local Mainsburys South Oxtonford,convenience,Mainsburys,South Oxtonford,Oxtonford
P528,Platerows East Saxmere,main,Platerows,East Saxmere,Saxmere
P4728,Little Platerows North Dunsmere,convenience,Platerows,North Dunsmere,Dunsmere
P6668,Platerows West Lunsfield,main,Platerows,West Lunsfield,Lunsfield
N535,Nesco Somerleigh,main,Nesco,Somerleigh,Somerleigh
N7050,Local Nesco Quenndale,convenience,Nesco,Quenndale,Quenndale
M1431,Mainsburys North Harrowmere,main,Mainsburys,North Harrowmere,Harrowmere
M4030,Mainsburys Lower Ayleswick,main,Mainsburys,Lower Ayleswick,Ayleswick
P7229,Little Platerows West Northwyke,convenience,Platerows,West Northwyke,Northwyke
N890,Local Nesco Lower Dunbridge,convenience,Nesco,Lower Dunbridge,Dunbridge
T7057,Torrisons Upper Thornwick,main,Torrisons,Upper Thornwick,Thornwick
P129,Platerows East Branscombe,main,Platerows,East Branscombe,Branscombe
M6126,Local Mainsburys East Dunhaven,convenience,Mainsburys,East Dunhaven,Dunhaven
M5029,Mainsburys Upper Langmere,main,Mainsburys,Upper Langmere,Langmere
N4340,Local Nesco Upper Somerleigh,convenience,Nesco,Upper Somerleigh,Somerleigh
N5628,Local Nesco Lower Blisworth,convenience,Nesco,Lower Blisworth,Blisworth
N391,Local Nesco East Kellington,convenience,Nesco,East Kellington,Kellington
P6803,Little Platerows Lower Goldwynn,convenience,Platerows,Lower Goldwynn,Goldwynn
M6705,Mainsburys South Northwyke,main,Mainsburys,South Northwyke,Northwyke
M4179,Mainsburys North Avenbury,main,Mainsburys,North Avenbury,Avenbury
N5934,Local Nesco North Drayminster,convenience,Nesco,North Drayminster,Drayminster
M4600,Local Mainsburys North Colmere,convenience,Mainsburys,North Colmere,Colmere
P2985,Platerows South Elmwych,main,Platerows,South Elmwych,Elmwych
N99,Nesco Upper Crowleigh,main,Nesco,Upper Crowleigh,Crowleigh
N3198,Local Nesco East Pelhamstead,convenience,Nesco,East Pelhamstead,Pelhamstead
N6813,Local Nesco North Elderwick,convenience,Nesco,North Elderwick,Elderwick
M6504,Local Mainsburys North Mapplethorpe,convenience,Mainsburys,North Mapplethorpe,Mapplethorpe
N4499,Nesco South Highmere,main,Nesco,South Highmere,Highmere
N1585,Nesco Halberton,main,Nesco,Halberton,Halberton
M484,Local Mainsburys South Longmere,convenience,Mainsburys,South Longmere,Longmere
M4293,Mainsburys North Longmere,main,Mainsburys,North Longmere,Longmere
P6002,Platerows North Everdale,main,Platerows,North Everdale,Everdale
M4918,Mainsburys East Eastmere,main,Mainsburys,East Eastmere,Eastmere
N3832,Local Nesco North Eldermoor,convenience,Nesco,North Eldermoor,Eldermoor
N84,Local Nesco East Bleakmere,convenience,Nesco,East Bleakmere,Bleakmere
P426,Little Platerows Upper Drayminster,convenience,Platerows,Upper Drayminster,Drayminster
N4860,Local Nesco Lower Shaldwick,convenience,Nesco,Lower Shaldwick,Shaldwick
N3223,Nesco Lower Thornwick,main,Nesco,Lower Thornwick,Thornwick
M80,Local Mainsburys West Hogsden,convenience,Mainsburys,West Hogsden,Hogsden
N2145,Local Nesco South Greengate,convenience,Nesco,South Greengate,Greengate
T1268,Torrisons West Wetherbrook,main,Torrisons,West Wetherbrook,Wetherbrook
T5640,Torrisons East Fenshire,main,Torrisons,East Fenshire,Fenshire
N1612,Nesco Upper Kellington,main,Nesco,Upper Kellington,Kellington
N6146,Local Nesco South Draycott,convenience,Nesco,South Draycott,Draycott
T2899,Torrisons North Kingsholt,main,Torrisons,North Kingsholt,Kingsholt
T1276,Torrisons North Wintermere,main,Torrisons,North Wintermere,Wintermere
P2469,Platerows Upper Grimsbyrn,main,Platerows,Upper Grimsbyrn,Grimsbyrn
P3999,Platerows South Oakenshire,main,Platerows,South Oakenshire,Oakenshire
M5950,Mainsburys Redwick,main,Mainsburys,Redwick,Redwick
T5948,Torrisons Eldermoor,main,Torrisons,Eldermoor,Eldermoor
P4876,Platerows Lower Huntwick,main,Platerows,Lower Huntwick,Huntwick
T3594,Torrisons Ormsleigh,main,Torrisons,Ormsleigh,Ormsleigh
N3648,Nesco Lower Carlington,main,Nesco,Lower Carlington,Carlington
P3129,Platerows East Rindleton,main,Platerows,East Rindleton,Rindleton
P6103,Platerows North Uxmere,main,Platerows,North Uxmere,Uxmere
P1534,Platerows Stonleigh,main,Platerows,Stonleigh,Stonleigh
P3556,Platerows South Greystead,main,Platerows,South Greystead,Greystead
P5270,Little Platerows West Wrenford,convenience,Platerows,West Wrenford,Wrenford
N6987,Local Nesco South Ayleswick,convenience,Nesco,South Ayleswick,Ayleswick
M596,Local Mainsburys Lower Uxmere,convenience,Mainsburys,Lower Uxmere,Uxmere
M5541,Mainsburys Upper Hitherwick,main,Mainsburys,Upper Hitherwick,Hitherwick
P3190,Platerows Upper Carlington,main,Platerows,Upper Carlington,Carlington
M3728,Local Mainsburys Lower Everdale,convenience,Mainsburys,Lower Everdale,Everdale
P828,Platerows Upper Pelhamstead,main,Platerows,Upper Pelhamstead,Pelhamstead
M1895,Local Mainsburys Fenbrook,convenience,Mainsburys,Fenbrook,Fenbrook
P1674,Platerows Lower Ledbury,main,Platerows,Lower Ledbury,Ledbury
N6186,Local Nesco Lower Drayminster,convenience,Nesco,Lower Drayminster,Drayminster
P6028,Platerows East Winshaw,main,Platerows,East Winshaw,Winshaw
T521,Torrisons East Caerhurst,main,Torrisons,East Caerhurst,Caerhurst
P2259,Little Platerows Norhollow,convenience,Platerows,Norhollow,Norhollow
M1836,Local Mainsburys South Drummondale,convenience,Mainsburys,South Drummondale,Drummondale
T1993,Torrisons Lower Wintermere,main,Torrisons,Lower Wintermere,Wintermere
N1533,Nesco North Ayleswick,main,Nesco,North Ayleswick,Ayleswick
N1651,Local Nesco Upper Ormsleigh,convenience,Nesco,Upper Ormsleigh,Ormsleigh
M339,Mainsburys East Farrowgate,main,Mainsburys,East Farrowgate,Farrowgate
P2698,Platerows Lower Drayminster,main,Platerows,Lower Drayminster,Drayminster
M3958,Mainsburys North Carlington,main,Mainsburys,North Carlington,Carlington
M6612,Mainsburys Eldwich,main,Mainsburys,Eldwich,Eldwich
M1097,Local Mainsburys North Lowdenham,convenience,Mainsburys,North Lowdenham,Lowdenham
T812,Torrisons North Meresbourne,main,Torrisons,North Meresbourne,Meresbourne
N1300,Nesco South Charnwood,main,Nesco,South Charnwood,Charnwood
P4513,Platerows North Grimthorpe,main,Platerows,North Grimthorpe,Grimthorpe
M4114,Local Mainsburys Larkminster,convenience,Mainsburys,Larkminster,Larkminster
P6081,Platerows North Mallowmere,main,Platerows,North Mallowmere,Mallowmere
N7163,Nesco Lower Ironmere,main,Nesco,Lower Ironmere,Ironmere
P5642,Little Platerows East Burrowden,convenience,Platerows,East Burrowden,Burrowden
N1553,Nesco East Cragmere,main,Nesco,East Cragmere,Cragmere
T1456,Torrisons Quetherby,main,Torrisons,Quetherby,Quetherby
M4151,Local Mainsburys Upper Emsworth,convenience,Mainsburys,Upper Emsworth,Emsworth
N3296,Local Nesco Crowleigh,convenience,Nesco,Crowleigh,Crowleigh
T2663,Torrisons Upper Delmere,main,Torrisons,Upper Delmere,Delmere
N5369,Nesco Lower Norcombe,main,Nesco,Lower Norcombe,Norcombe
T3493,Torrisons Northwyke,main,Torrisons,Northwyke,Northwyke
P2275,Little Platerows West Delmere,convenience,Platerows,West Delmere,Delmere
N369,Local Nesco East Drayminster,convenience,Nesco,East Drayminster,Drayminster
T971,Torrisons Upper Yoxminster,main,Torrisons,Upper Yoxminster,Yoxminster
P1087,Platerows South Dunbridge,main,Platerows,South Dunbridge,Dunbridge
P1211,Platerows West Ashcombe,main,Platerows,West Ashcombe,Ashcombe
N94,Nesco West Fenbrook,main,Nesco,West Fenbrook,Fenbrook
M1750,Mainsburys Lower Southmere,main,Mainsburys,Lower Southmere,Southmere
P3705,Little Platerows Stonleigh,convenience,Platerows,Stonleigh,Stonleigh
M2590,Mainsburys East Ketterly,main,Mainsburys,East Ketterly,Ketterly
T4040,Torrisons North Uxmere,main,Torrisons,North Uxmere,Uxmere
T6462,Torrisons Lower Marbury,main,Torrisons,Lower Marbury,Marbury
N7097,Nesco East Norhollow,main,Nesco,East Norhollow,Norhollow
P4737,Platerows East Ledbury,main,Platerows,East Ledbury,Ledbury
N7020,Local Nesco Clovenshire,convenience,Nesco,Clovenshire,Clovenshire
M135,Mainsburys Lower Cherriford,main,Mainsburys,Lower Cherriford,Cherriford
M4366,Mainsburys North Winshaw,main,Mainsburys,North Winshaw,Winshaw
P6157,Little Platerows Lower Charnwood,convenience,Platerows,Lower Charnwood,Charnwood
N7183,Local Nesco Blisworth,convenience,Nesco,Blisworth,Blisworth
P7310,Platerows North Mossthorpe,main,Platerows,North Mossthorpe,Mossthorpe
N1314,Nesco South Yoxminster,main,Nesco,South Yoxminster,Yoxminster
N2151,Nesco Upper Hartmere,main,Nesco,Upper Hartmere,Hartmere
M3547,Mainsburys Lower Fallhurst,main,Mainsburys,Lower Fallhurst,Fallhurst
M6749,Local Mainsburys Wickhamford,convenience,Mainsburys,Wickhamford,Wickhamford
P1386,Platerows Lower Halberton,main,Platerows,Lower Halberton,Halberton
N1842,Nesco Upper Denthorpe,main,Nesco,Upper Denthorpe,Denthorpe
P5295,Platerows Upper Hadlow,main,Platerows,Upper Hadlow,Hadlow
M1566,Local Mainsburys North Midcombe,convenience,Mainsburys,North Midcombe,Midcombe
P5895,Little Platerows East Highmere,convenience,Platerows,East Highmere,Highmere
T4913,Torrisons Upper Buckleigh,main,Torrisons,Upper Buckleigh,Buckleigh
N5072,Local Nesco West Ironmere,convenience,Nesco,West Ironmere,Ironmere
P5705,Little Platerows East Stonleigh,convenience,Platerows,East Stonleigh,Stonleigh
N578,Local Nesco Lower Pelhamstead,convenience,Nesco,Lower Pelhamstead,Pelhamstead
M5431,Mainsburys East Fenleigh,main,Mainsburys,East Fenleigh,Fenleigh
M1914,Local Mainsburys North Brambleton,convenience,Mainsburys,North Brambleton,Brambleton
M6432,Mainsburys North Highmere,main,Mainsburys,North Highmere,Highmere
P763,Little Platerows Lower Mallowmere,convenience,Platerows,Lower Mallowmere,Mallowmere
M628,Mainsburys South Wintermere,main,Mainsburys,South Wintermere,Wintermere
N2773,Nesco South Foxglade,main,Nesco,South Foxglade,Foxglade
T4706,Torrisons West Hogsden,main,Torrisons,West Hogsden,Hogsden
T6619,Torrisons North Highmere,main,Torrisons,North Highmere,Highmere
T738,Torrisons South Branscombe,main,Torrisons,South Branscombe,Branscombe
P4368,Little Platerows East Charnwood,convenience,Platerows,East Charnwood,Charnwood
N963,Nesco North Bleakmere,main,Nesco,North Bleakmere,Bleakmere
P6954,Platerows Lower Hawkenridge,main,Platerows,Lower Hawkenridge,Hawkenridge
M4688,Local Mainsburys Lower Fenleigh,convenience,Mainsburys,Lower Fenleigh,Fenleigh
M1550,Mainsburys West Marlington,main,Mainsburys,West Marlington,Marlington
N6366,Nesco West Buckleigh,main,Nesco,West Buckleigh,Buckleigh
P3951,Platerows West Draycott,main,Platerows,West Draycott,Draycott
P7324,Platerows Lower Thornwick,main,Platerows,Lower Thornwick,Thornwick
M5036,Local Mainsburys North Crowleigh,convenience,Mainsburys,North Crowleigh,Crowleigh
P2921,Platerows Upper Tatterby,main,Platerows,Upper Tatterby,Tatterby
P6243,Platerows South Fenleigh,main,Platerows,South Fenleigh,Fenleigh
M3541,Local Mainsburys South Harbury,convenience,Mainsburys,South Harbury,Harbury
T1596,Torrisons East Somerleigh,main,Torrisons,East Somerleigh,Somerleigh
N928,Local Nesco West Gildermere,convenience,Nesco,West Gildermere,Gildermere
P2187,Platerows South Denthorpe,main,Platerows,South Denthorpe,Denthorpe
P4459,Little Platerows North Kingsholt,convenience,Platerows,North Kingsholt,Kingsholt
P4389,Platerows Upper Midcombe,main,Platerows,Upper Midcombe,Midcombe
N7201,Nesco South Greythorne,main,Nesco,South Greythorne,Greythorne
N3494,Local Nesco East Netherton,convenience,Nesco,East Netherton,Netherton
M926,Mainsburys Lower Quenndale,main,Mainsburys,Lower Quenndale,Quenndale
P4569,Little Platerows Lower Dorleigh,convenience,Platerows,Lower Dorleigh,Dorleigh
M3960,Local Mainsburys East Redwick,convenience,Mainsburys,East Redwick,Redwick
T7265,Torrisons Dorleigh,main,Torrisons,Dorleigh,Dorleigh
T6820,Torrisons West Carlington,main,Torrisons,West Carlington,Carlington
P4449,Little Platerows Oxtonford,convenience,Platerows,Oxtonford,Oxtonford
M1146,Mainsburys Lower Netherton,main,Mainsburys,Lower Netherton,Netherton
P705,Little Platerows Lower Northwyke,convenience,Platerows,Lower Northwyke,Northwyke
T4629,Torrisons West Wexford,main,Torrisons,West Wexford,Wexford
P698,Platerows Lower Brindleford,main,Platerows,Lower Brindleford,Brindleford
N885,Local Nesco South Windmere,convenience,Nesco,South Windmere,Windmere
T2277,Torrisons East Oakenshire,main,Torrisons,East Oakenshire,Oakenshire
M4677,Mainsburys East Clovenshire,main,Mainsburys,East Clovenshire,Clovenshire
N3397,Nesco West Kellington,main,Nesco,West Kellington,Kellington
M5115,Mainsburys North Draycott,main,Mainsburys,North Draycott,Draycott
M1117,Local Mainsburys South Cherriford,convenience,Mainsburys,South Cherriford,Cherriford
P1128,Little Platerows Upper Puddlewyke,convenience,Platerows,Upper Puddlewyke,Puddlewyke
M5195,Mainsburys Upper Darrowby,main,Mainsburys,Upper Darrowby,Darrowby
M801,Mainsburys Upper Larkminster,main,Mainsburys,Upper Larkminster,Larkminster
M5238,Mainsburys South Longmere,main,Mainsburys,South Longmere,Longmere
